Från Datum Tid (UTC);Till Datum Tid (UTC);Representativ månad;Lufttemperatur;Kvalitet
1998-08-01 00:00;1998-09-01 00:00;aug-98;14.9;Y
1998-09-01 00:00;1998-10-01 00:00;sep-98;13.0;Y
1998-10-01 00:00;1998-11-01 00:00;okt-98;6.9;Y
1998-11-01 00:00;1998-12-01 00:00;nov-98;0.2;Y
1998-12-01 00:00;1999-01-01 00:00;dec-98;0.2;Y
1999-01-01 00:00;1999-02-01 00:00;jan-99;-1.6;Y
1999-02-01 00:00;1999-03-01 00:00;feb-99;-1.6;Y
1999-03-01 00:00;1999-04-01 00:00;mar-99;1.6;Y
1999-04-01 00:00;1999-05-01 00:00;apr-99;7.5;Y
1999-05-01 00:00;1999-06-01 00:00;maj-99;10.1;Y
1999-06-01 00:00;1999-07-01 00:00;jun-99;17.1;Y
1999-07-01 00:00;1999-08-01 00:00;jul-99;20.3;Y
1999-08-01 00:00;1999-09-01 00:00;aug-99;17.1;Y
1999-09-01 00:00;1999-10-01 00:00;sep-99;16.1;Y
1999-10-01 00:00;1999-11-01 00:00;okt-99;8.1;Y
1999-11-01 00:00;1999-12-01 00:00;nov-99;4.7;Y
1999-12-01 00:00;2000-01-01 00:00;dec-99;-1.0;Y
2000-01-01 00:00;2000-02-01 00:00;jan-00;-0.3;Y
2000-02-01 00:00;2000-03-01 00:00;feb-00;0.5;Y
2000-03-01 00:00;2000-04-01 00:00;mar-00;2.1;Y
2000-04-01 00:00;2000-05-01 00:00;apr-00;6.9;Y
2000-05-01 00:00;2000-06-01 00:00;maj-00;12.4;Y
2000-06-01 00:00;2000-07-01 00:00;jun-00;14.7;Y
2000-07-01 00:00;2000-08-01 00:00;jul-00;16.2;Y
2000-08-01 00:00;2000-09-01 00:00;aug-00;16.5;Y
2000-09-01 00:00;2000-10-01 00:00;sep-00;12.1;Y
2000-10-01 00:00;2000-11-01 00:00;okt-00;10.6;Y
2000-11-01 00:00;2000-12-01 00:00;nov-00;7.0;Y
2000-12-01 00:00;2001-01-01 00:00;dec-00;2.9;Y
2001-01-01 00:00;2001-02-01 00:00;jan-01;0.1;Y
2001-02-01 00:00;2001-03-01 00:00;feb-01;-3.4;Y
2001-03-01 00:00;2001-04-01 00:00;mar-01;-0.4;Y
2001-04-01 00:00;2001-05-01 00:00;apr-01;5.9;Y
2001-05-01 00:00;2001-06-01 00:00;maj-01;11.2;Y
2001-06-01 00:00;2001-07-01 00:00;jun-01;15.4;Y
2001-07-01 00:00;2001-08-01 00:00;jul-01;20.0;Y
2001-08-01 00:00;2001-09-01 00:00;aug-01;17.4;Y
2001-09-01 00:00;2001-10-01 00:00;sep-01;12.7;Y
2001-10-01 00:00;2001-11-01 00:00;okt-01;10.0;Y
2001-11-01 00:00;2001-12-01 00:00;nov-01;3.1;Y
2001-12-01 00:00;2002-01-01 00:00;dec-01;-1.4;Y
2002-01-01 00:00;2002-02-01 00:00;jan-02;-0.3;Y
2002-02-01 00:00;2002-03-01 00:00;feb-02;1.7;Y
2002-03-01 00:00;2002-04-01 00:00;mar-02;2.6;Y
2002-04-01 00:00;2002-05-01 00:00;apr-02;7.3;Y
2002-05-01 00:00;2002-06-01 00:00;maj-02;12.6;Y
2002-06-01 00:00;2002-07-01 00:00;jun-02;17.5;Y
2002-07-01 00:00;2002-08-01 00:00;jul-02;19.2;Y
2002-08-01 00:00;2002-09-01 00:00;aug-02;21.3;Y
2002-09-01 00:00;2002-10-01 00:00;sep-02;13.6;Y
2002-10-01 00:00;2002-11-01 00:00;okt-02;4.0;Y
2002-11-01 00:00;2002-12-01 00:00;nov-02;1.0;Y
2002-12-01 00:00;2003-01-01 00:00;dec-02;-3.4;Y
2003-01-01 00:00;2003-02-01 00:00;jan-03;-3.1;Y
2003-02-01 00:00;2003-03-01 00:00;feb-03;-3.2;Y
2003-03-01 00:00;2003-04-01 00:00;mar-03;3.2;Y
2003-04-01 00:00;2003-05-01 00:00;apr-03;4.6;Y
2003-05-01 00:00;2003-06-01 00:00;maj-03;11.6;Y
2003-06-01 00:00;2003-07-01 00:00;jun-03;16.1;Y
2003-07-01 00:00;2003-08-01 00:00;jul-03;20.6;Y
2003-08-01 00:00;2003-09-01 00:00;aug-03;17.7;Y
2003-09-01 00:00;2003-10-01 00:00;sep-03;13.6;Y
2003-10-01 00:00;2003-11-01 00:00;okt-03;5.2;Y
2003-11-01 00:00;2003-12-01 00:00;nov-03;4.6;Y
2003-12-01 00:00;2004-01-01 00:00;dec-03;1.5;Y
2004-01-01 00:00;2004-02-01 00:00;jan-04;-2.8;Y
2004-02-01 00:00;2004-03-01 00:00;feb-04;-0.7;Y
2004-03-01 00:00;2004-04-01 00:00;mar-04;1.9;Y
2004-04-01 00:00;2004-05-01 00:00;apr-04;6.9;Y
2004-05-01 00:00;2004-06-01 00:00;maj-04;10.9;Y
2004-06-01 00:00;2004-07-01 00:00;jun-04;14.6;Y
2004-07-01 00:00;2004-08-01 00:00;jul-04;17.1;Y
2004-08-01 00:00;2004-09-01 00:00;aug-04;18.5;Y
2004-09-01 00:00;2004-10-01 00:00;sep-04;13.5;Y
2004-10-01 00:00;2004-11-01 00:00;okt-04;7.8;Y
2004-11-01 00:00;2004-12-01 00:00;nov-04;1.9;Y
2004-12-01 00:00;2005-01-01 00:00;dec-04;1.6;Y
2005-01-01 00:00;2005-02-01 00:00;jan-05;1.3;Y
2005-02-01 00:00;2005-03-01 00:00;feb-05;-1.7;Y
2005-03-01 00:00;2005-04-01 00:00;mar-05;-1.4;Y
2005-04-01 00:00;2005-05-01 00:00;apr-05;6.9;Y
2005-05-01 00:00;2005-06-01 00:00;maj-05;11.0;Y
2005-06-01 00:00;2005-07-01 00:00;jun-05;15.1;Y
2005-07-01 00:00;2005-08-01 00:00;jul-05;19.4;Y
2005-08-01 00:00;2005-09-01 00:00;aug-05;17.0;Y
2005-09-01 00:00;2005-10-01 00:00;sep-05;13.9;Y
2005-10-01 00:00;2005-11-01 00:00;okt-05;8.9;Y
2005-11-01 00:00;2005-12-01 00:00;nov-05;4.4;Y
2005-12-01 00:00;2006-01-01 00:00;dec-05;0.1;Y
2006-01-01 00:00;2006-02-01 00:00;jan-06;-2.3;Y
2006-02-01 00:00;2006-03-01 00:00;feb-06;-2.7;Y
2006-03-01 00:00;2006-04-01 00:00;mar-06;-2.9;Y
2006-04-01 00:00;2006-05-01 00:00;apr-06;5.4;Y
2006-05-01 00:00;2006-06-01 00:00;maj-06;11.4;Y
2006-06-01 00:00;2006-07-01 00:00;jun-06;17.0;Y
2006-07-01 00:00;2006-08-01 00:00;jul-06;20.8;Y
2006-08-01 00:00;2006-09-01 00:00;aug-06;19.2;Y
2006-09-01 00:00;2006-10-01 00:00;sep-06;15.6;Y
2006-10-01 00:00;2006-11-01 00:00;okt-06;9.8;Y
2006-11-01 00:00;2006-12-01 00:00;nov-06;4.9;Y
2006-12-01 00:00;2007-01-01 00:00;dec-06;4.9;Y
2007-01-01 00:00;2007-02-01 00:00;jan-07;0.4;Y
2007-02-01 00:00;2007-03-01 00:00;feb-07;-2.8;Y
2007-03-01 00:00;2007-04-01 00:00;mar-07;4.7;Y
2007-04-01 00:00;2007-05-01 00:00;apr-07;8.2;Y
2007-05-01 00:00;2007-06-01 00:00;maj-07;11.4;Y
2007-06-01 00:00;2007-07-01 00:00;jun-07;16.6;Y
2007-07-01 00:00;2007-08-01 00:00;jul-07;17.0;Y
2007-08-01 00:00;2007-09-01 00:00;aug-07;17.8;Y
2007-09-01 00:00;2007-10-01 00:00;sep-07;12.2;Y
2007-10-01 00:00;2007-11-01 00:00;okt-07;7.7;Y
2007-11-01 00:00;2007-12-01 00:00;nov-07;2.4;Y
2007-12-01 00:00;2008-01-01 00:00;dec-07;1.8;Y
2008-01-01 00:00;2008-02-01 00:00;jan-08;2.2;Y
2008-02-01 00:00;2008-03-01 00:00;feb-08;2.9;Y
2008-03-01 00:00;2008-04-01 00:00;mar-08;1.7;Y
2008-04-01 00:00;2008-05-01 00:00;apr-08;7.4;Y
2008-05-01 00:00;2008-06-01 00:00;maj-08;12.0;Y
2008-06-01 00:00;2008-07-01 00:00;jun-08;16.5;Y
2008-07-01 00:00;2008-08-01 00:00;jul-08;18.8;Y
2008-08-01 00:00;2008-09-01 00:00;aug-08;16.1;Y
2008-09-01 00:00;2008-10-01 00:00;sep-08;11.4;Y
2008-10-01 00:00;2008-11-01 00:00;okt-08;8.4;Y
2008-11-01 00:00;2008-12-01 00:00;nov-08;3.3;Y
2008-12-01 00:00;2009-01-01 00:00;dec-08;1.5;Y
2009-01-01 00:00;2009-02-01 00:00;jan-09;-1.2;Y
2009-02-01 00:00;2009-03-01 00:00;feb-09;-1.8;Y
2009-03-01 00:00;2009-04-01 00:00;mar-09;1.0;Y
2009-04-01 00:00;2009-05-01 00:00;apr-09;8.5;Y
2009-05-01 00:00;2009-06-01 00:00;maj-09;12.0;Y
2009-06-01 00:00;2009-07-01 00:00;jun-09;14.0;Y
2009-07-01 00:00;2009-08-01 00:00;jul-09;17.8;Y
2009-08-01 00:00;2009-09-01 00:00;aug-09;17.5;Y
2009-09-01 00:00;2009-10-01 00:00;sep-09;14.2;Y
2009-10-01 00:00;2009-11-01 00:00;okt-09;5.7;Y
2009-11-01 00:00;2009-12-01 00:00;nov-09;5.6;Y
2009-12-01 00:00;2010-01-01 00:00;dec-09;-1.4;Y
2010-01-01 00:00;2010-02-01 00:00;jan-10;-7.0;Y
2010-02-01 00:00;2010-03-01 00:00;feb-10;-5.3;Y
2010-03-01 00:00;2010-04-01 00:00;mar-10;-0.2;Y
2010-04-01 00:00;2010-05-01 00:00;apr-10;6.4;Y
2010-05-01 00:00;2010-06-01 00:00;maj-10;11.3;Y
2010-06-01 00:00;2010-07-01 00:00;jun-10;15.7;Y
2010-07-01 00:00;2010-08-01 00:00;jul-10;21.2;Y
2010-08-01 00:00;2010-09-01 00:00;aug-10;17.2;Y
2010-09-01 00:00;2010-10-01 00:00;sep-10;12.0;Y
2010-10-01 00:00;2010-11-01 00:00;okt-10;6.4;Y
2010-11-01 00:00;2010-12-01 00:00;nov-10;0.3;Y
2010-12-01 00:00;2011-01-01 00:00;dec-10;-6.6;Y
2011-01-01 00:00;2011-02-01 00:00;jan-11;-1.9;Y
2011-02-01 00:00;2011-03-01 00:00;feb-11;-4.2;Y
2011-03-01 00:00;2011-04-01 00:00;mar-11;1.2;Y
2011-04-01 00:00;2011-05-01 00:00;apr-11;9.2;Y
2011-05-01 00:00;2011-06-01 00:00;maj-11;11.9;Y
2011-06-01 00:00;2011-07-01 00:00;jun-11;17.4;Y
2011-07-01 00:00;2011-08-01 00:00;jul-11;19.4;Y
2011-08-01 00:00;2011-09-01 00:00;aug-11;17.4;Y
2011-09-01 00:00;2011-10-01 00:00;sep-11;14.1;Y
2011-10-01 00:00;2011-11-01 00:00;okt-11;8.5;Y
2011-11-01 00:00;2011-12-01 00:00;nov-11;6.1;Y
2011-12-01 00:00;2012-01-01 00:00;dec-11;2.5;Y
2012-01-01 00:00;2012-02-01 00:00;jan-12;-1.0;Y
2012-02-01 00:00;2012-03-01 00:00;feb-12;-2.8;Y
2012-03-01 00:00;2012-04-01 00:00;mar-12;4.4;Y
2012-04-01 00:00;2012-05-01 00:00;apr-12;4.9;Y
2012-05-01 00:00;2012-06-01 00:00;maj-12;12.2;Y
2012-06-01 00:00;2012-07-01 00:00;jun-12;13.7;Y
2012-07-01 00:00;2012-08-01 00:00;jul-12;17.7;Y
2012-08-01 00:00;2012-09-01 00:00;aug-12;16.8;Y
2012-09-01 00:00;2012-10-01 00:00;sep-12;12.2;Y
2012-10-01 00:00;2012-11-01 00:00;okt-12;6.8;Y
2012-11-01 00:00;2012-12-01 00:00;nov-12;4.6;Y
2012-12-01 00:00;2013-01-01 00:00;dec-12;-3.0;Y
2013-01-01 00:00;2013-02-01 00:00;jan-13;-3.3;Y
2013-02-01 00:00;2013-03-01 00:00;feb-13;-1.3;Y
2013-03-01 00:00;2013-04-01 00:00;mar-13;-2.2;Y
2013-04-01 00:00;2013-05-01 00:00;apr-13;4.9;Y
2013-05-01 00:00;2013-06-01 00:00;maj-13;13.2;Y
2013-06-01 00:00;2013-07-01 00:00;jun-13;16.5;Y
2013-07-01 00:00;2013-08-01 00:00;jul-13;18.4;Y
2013-08-01 00:00;2013-09-01 00:00;aug-13;17.9;Y
2013-09-01 00:00;2013-10-01 00:00;sep-13;13.0;Y
2013-10-01 00:00;2013-11-01 00:00;okt-13;8.8;Y
2013-11-01 00:00;2013-12-01 00:00;nov-13;4.3;Y
2013-12-01 00:00;2014-01-01 00:00;dec-13;3.4;Y
2014-01-01 00:00;2014-02-01 00:00;jan-14;-1.5;Y
2014-02-01 00:00;2014-03-01 00:00;feb-14;2.3;Y
2014-03-01 00:00;2014-04-01 00:00;mar-14;4.5;Y
2014-04-01 00:00;2014-05-01 00:00;apr-14;7.5;Y
2014-05-01 00:00;2014-06-01 00:00;maj-14;11.1;Y
2014-06-01 00:00;2014-07-01 00:00;jun-14;14.2;Y
2014-07-01 00:00;2014-08-01 00:00;jul-14;20.7;Y
2014-08-01 00:00;2014-09-01 00:00;aug-14;17.5;Y
2014-09-01 00:00;2014-10-01 00:00;sep-14;13.6;Y
2014-10-01 00:00;2014-11-01 00:00;okt-14;9.5;Y
2014-11-01 00:00;2014-12-01 00:00;nov-14;5.5;Y
2014-12-01 00:00;2015-01-01 00:00;dec-14;0.5;Y
2015-01-01 00:00;2015-02-01 00:00;jan-15;0.9;Y
2015-02-01 00:00;2015-03-01 00:00;feb-15;1.3;Y
2015-03-01 00:00;2015-04-01 00:00;mar-15;3.9;Y
2015-04-01 00:00;2015-05-01 00:00;apr-15;7.4;Y
2015-05-01 00:00;2015-06-01 00:00;maj-15;10.2;Y
2015-06-01 00:00;2015-07-01 00:00;jun-15;14.6;Y
2015-07-01 00:00;2015-08-01 00:00;jul-15;17.0;Y
2015-08-01 00:00;2015-09-01 00:00;aug-15;18.3;Y
2015-09-01 00:00;2015-10-01 00:00;sep-15;13.5;Y
2015-10-01 00:00;2015-11-01 00:00;okt-15;8.1;Y
2015-11-01 00:00;2015-12-01 00:00;nov-15;5.0;Y
2015-12-01 00:00;2016-01-01 00:00;dec-15;4.1;Y
2016-01-01 00:00;2016-02-01 00:00;jan-16;-4.2;Y
2016-02-01 00:00;2016-03-01 00:00;feb-16;0.5;Y
2016-03-01 00:00;2016-04-01 00:00;mar-16;3.2;Y
2016-04-01 00:00;2016-05-01 00:00;apr-16;6.2;Y
2016-05-01 00:00;2016-06-01 00:00;maj-16;13.1;Y
2016-06-01 00:00;2016-07-01 00:00;jun-16;16.5;Y
2016-07-01 00:00;2016-08-01 00:00;jul-16;18.9;Y
2016-08-01 00:00;2016-09-01 00:00;aug-16;16.8;Y
2016-09-01 00:00;2016-10-01 00:00;sep-16;15.3;Y
2016-10-01 00:00;2016-11-01 00:00;okt-16;7.2;Y
2016-11-01 00:00;2016-12-01 00:00;nov-16;2.0;Y
2016-12-01 00:00;2017-01-01 00:00;dec-16;2.2;Y
2017-01-01 00:00;2017-02-01 00:00;jan-17;-0.3;Y
2017-02-01 00:00;2017-03-01 00:00;feb-17;0.2;Y
2017-03-01 00:00;2017-04-01 00:00;mar-17;3.3;Y
2017-04-01 00:00;2017-05-01 00:00;apr-17;5.0;Y
2017-05-01 00:00;2017-06-01 00:00;maj-17;11.3;Y
2017-06-01 00:00;2017-07-01 00:00;jun-17;15.2;Y
2017-07-01 00:00;2017-08-01 00:00;jul-17;17.4;Y
2017-08-01 00:00;2017-09-01 00:00;aug-17;17.0;Y
2017-09-01 00:00;2017-10-01 00:00;sep-17;13.1;Y
2017-10-01 00:00;2017-11-01 00:00;okt-17;8.0;Y
2017-11-01 00:00;2017-12-01 00:00;nov-17;3.8;Y
2017-12-01 00:00;2018-01-01 00:00;dec-17;1.5;Y
2018-01-01 00:00;2018-02-01 00:00;jan-18;0.2;Y
2018-02-01 00:00;2018-03-01 00:00;feb-18;-3.2;Y
2018-03-01 00:00;2018-04-01 00:00;mar-18;-1.6;Y
2018-04-01 00:00;2018-05-01 00:00;apr-18;7.1;Y
2018-05-01 00:00;2018-06-01 00:00;maj-18;16.0;Y
2018-06-01 00:00;2018-07-01 00:00;jun-18;17.2;Y
2018-07-01 00:00;2018-08-01 00:00;jul-18;22.4;Y
2018-08-01 00:00;2018-09-01 00:00;aug-18;19.3;Y
2018-09-01 00:00;2018-10-01 00:00;sep-18;14.3;Y
2018-10-01 00:00;2018-11-01 00:00;okt-18;8.7;Y
2018-11-01 00:00;2018-12-01 00:00;nov-18;4.5;Y
2018-12-01 00:00;2019-01-01 00:00;dec-18;0.8;Y
2019-01-01 00:00;2019-02-01 00:00;jan-19;-1.7;Y
2019-02-01 00:00;2019-03-01 00:00;feb-19;1.9;Y
2019-03-01 00:00;2019-04-01 00:00;mar-19;2.7;Y
2019-04-01 00:00;2019-05-01 00:00;apr-19;7.4;Y
2019-05-01 00:00;2019-06-01 00:00;maj-19;10.9;Y
2019-06-01 00:00;2019-07-01 00:00;jun-19;18.4;Y
2019-07-01 00:00;2019-08-01 00:00;jul-19;17.7;Y
2019-08-01 00:00;2019-09-01 00:00;aug-19;17.9;Y
2019-09-01 00:00;2019-10-01 00:00;sep-19;13.2;Y
2019-10-01 00:00;2019-11-01 00:00;okt-19;7.3;Y
2019-11-01 00:00;2019-12-01 00:00;nov-19;4.1;Y
2019-12-01 00:00;2020-01-01 00:00;dec-19;3.0;Y
2020-01-01 00:00;2020-02-01 00:00;jan-20;4.0;Y
2020-02-01 00:00;2020-03-01 00:00;feb-20;2.9;Y
2020-03-01 00:00;2020-04-01 00:00;mar-20;3.6;Y
2020-04-01 00:00;2020-05-01 00:00;apr-20;7.1;Y
2020-05-01 00:00;2020-06-01 00:00;maj-20;9.9;Y
2020-06-01 00:00;2020-07-01 00:00;jun-20;18.5;Y
2020-07-01 00:00;2020-08-01 00:00;jul-20;16.9;Y
2020-08-01 00:00;2020-09-01 00:00;aug-20;19.1;Y
2020-09-01 00:00;2020-10-01 00:00;sep-20;14.1;Y
2020-10-01 00:00;2020-11-01 00:00;okt-20;9.4;Y
2020-11-01 00:00;2020-12-01 00:00;nov-20;6.9;Y
2020-12-01 00:00;2021-01-01 00:00;dec-20;4.0;Y
2021-01-01 00:00;2021-02-01 00:00;jan-21;-1.2;Y
2021-02-01 00:00;2021-03-01 00:00;feb-21;-2.0;Y
2021-03-01 00:00;2021-04-01 00:00;mar-21;3.6;Y
2021-04-01 00:00;2021-05-01 00:00;apr-21;5.3;Y
2021-05-01 00:00;2021-06-01 00:00;maj-21;10.5;Y
2021-06-01 00:00;2021-07-01 00:00;jun-21;19.3;Y
2021-07-01 00:00;2021-08-01 00:00;jul-21;21.1;Y
2021-08-01 00:00;2021-09-01 00:00;aug-21;16.0;Y
2021-09-01 00:00;2021-10-01 00:00;sep-21;12.7;Y
2021-10-01 00:00;2021-11-01 00:00;okt-21;9.4;Y
2021-11-01 00:00;2021-12-01 00:00;nov-21;3.8;Y
2021-12-01 00:00;2022-01-01 00:00;dec-21;-1.6;Y
2022-01-01 00:00;2022-02-01 00:00;jan-22;0.6;Y
2022-02-01 00:00;2022-03-01 00:00;feb-22;0.8;Y
2022-03-01 00:00;2022-04-01 00:00;mar-22;4.0;Y
2022-04-01 00:00;2022-05-01 00:00;apr-22;5.5;Y
2022-05-01 00:00;2022-06-01 00:00;maj-22;11.3;Y
2022-06-01 00:00;2022-07-01 00:00;jun-22;18.0;Y
2022-07-01 00:00;2022-08-01 00:00;jul-22;18.4;Y
2022-08-01 00:00;2022-09-01 00:00;aug-22;19.8;Y
2022-09-01 00:00;2022-10-01 00:00;sep-22;12.2;Y
2022-10-01 00:00;2022-11-01 00:00;okt-22;10.1;Y
2022-11-01 00:00;2022-12-01 00:00;nov-22;5.5;Y
2022-12-01 00:00;2023-01-01 00:00;dec-22;-1.4;Y
2023-01-01 00:00;2023-02-01 00:00;jan-23;1.2;Y
2023-02-01 00:00;2023-03-01 00:00;feb-23;0.5;Y
2023-03-01 00:00;2023-04-01 00:00;mar-23;0.7;Y
2023-04-01 00:00;2023-05-01 00:00;apr-23;5.6;Y
2023-05-01 00:00;2023-06-01 00:00;maj-23;12.4;Y
2023-06-01 00:00;2023-07-01 00:00;jun-23;18.3;Y
2023-07-01 00:00;2023-08-01 00:00;jul-23;17.4;Y
2023-08-01 00:00;2023-09-01 00:00;aug-23;16.9;Y
2023-09-01 00:00;2023-10-01 00:00;sep-23;15.7;Y
2023-10-01 00:00;2023-11-01 00:00;okt-23;6.8;Y
2023-11-01 00:00;2023-12-01 00:00;nov-23;1.8;Y
