Från Datum Tid (UTC);Till Datum Tid (UTC);Representativ månad;Lufttemperatur;Kvalitet
1979-01-01 00:00;1979-02-01 00:00;jan-79;-16.1;Y
1979-02-01 00:00;1979-03-01 00:00;feb-79;-12.0;Y
1979-03-01 00:00;1979-04-01 00:00;mar-79;-4.2;Y
1979-04-01 00:00;1979-05-01 00:00;apr-79;-1.0;Y
1979-05-01 00:00;1979-06-01 00:00;maj-79;5.7;Y
1979-06-01 00:00;1979-07-01 00:00;jun-79;13.8;Y
1979-07-01 00:00;1979-08-01 00:00;jul-79;16.6;Y
1979-08-01 00:00;1979-09-01 00:00;aug-79;14.7;Y
1979-09-01 00:00;1979-10-01 00:00;sep-79;8.3;Y
1979-10-01 00:00;1979-11-01 00:00;okt-79;1.1;Y
1979-11-01 00:00;1979-12-01 00:00;nov-79;-2.4;Y
1979-12-01 00:00;1980-01-01 00:00;dec-79;-7.2;Y
1980-01-01 00:00;1980-02-01 00:00;jan-80;-14.1;Y
1980-02-01 00:00;1980-03-01 00:00;feb-80;-16.1;Y
1980-03-01 00:00;1980-04-01 00:00;mar-80;-10.3;Y
1980-04-01 00:00;1980-05-01 00:00;apr-80;1.9;Y
1980-05-01 00:00;1980-06-01 00:00;maj-80;6.6;Y
1980-06-01 00:00;1980-07-01 00:00;jun-80;15.3;Y
1980-07-01 00:00;1980-08-01 00:00;jul-80;17.2;Y
1980-08-01 00:00;1980-09-01 00:00;aug-80;14.0;Y
1980-09-01 00:00;1980-10-01 00:00;sep-80;10.0;Y
1980-10-01 00:00;1980-11-01 00:00;okt-80;1.1;Y
1980-11-01 00:00;1980-12-01 00:00;nov-80;-8.8;Y
1980-12-01 00:00;1981-01-01 00:00;dec-80;-11.4;Y
1981-01-01 00:00;1981-02-01 00:00;jan-81;-9.2;Y
1981-02-01 00:00;1981-03-01 00:00;feb-81;-13.4;Y
1981-03-01 00:00;1981-04-01 00:00;mar-81;-11.6;Y
1981-04-01 00:00;1981-05-01 00:00;apr-81;0.7;Y
1981-05-01 00:00;1981-06-01 00:00;maj-81;6.7;Y
1981-06-01 00:00;1981-07-01 00:00;jun-81;10.4;Y
1981-07-01 00:00;1981-08-01 00:00;jul-81;15.2;Y
1981-08-01 00:00;1981-09-01 00:00;aug-81;12.7;Y
1981-09-01 00:00;1981-10-01 00:00;sep-81;8.5;Y
1981-10-01 00:00;1981-11-01 00:00;okt-81;2.8;Y
1981-11-01 00:00;1981-12-01 00:00;nov-81;-3.8;Y
1981-12-01 00:00;1982-01-01 00:00;dec-81;-15.3;Y
1982-01-01 00:00;1982-02-01 00:00;jan-82;-14.9;Y
1982-02-01 00:00;1982-03-01 00:00;feb-82;-6.0;Y
1982-03-01 00:00;1982-04-01 00:00;mar-82;-2.4;Y
1982-04-01 00:00;1982-05-01 00:00;apr-82;1.2;Y
1982-05-01 00:00;1982-06-01 00:00;maj-82;6.1;Y
1982-06-01 00:00;1982-07-01 00:00;jun-82;10.0;Y
1982-07-01 00:00;1982-08-01 00:00;jul-82;15.6;Y
1982-08-01 00:00;1982-09-01 00:00;aug-82;14.2;Y
1982-09-01 00:00;1982-10-01 00:00;sep-82;8.2;Y
1982-10-01 00:00;1982-11-01 00:00;okt-82;2.8;Y
1982-11-01 00:00;1982-12-01 00:00;nov-82;-1.6;Y
1982-12-01 00:00;1983-01-01 00:00;dec-82;-7.0;Y
1983-01-01 00:00;1983-02-01 00:00;jan-83;-7.3;Y
1983-02-01 00:00;1983-03-01 00:00;feb-83;-8.6;Y
1983-03-01 00:00;1983-04-01 00:00;mar-83;-5.5;Y
1983-04-01 00:00;1983-05-01 00:00;apr-83;1.1;Y
1983-05-01 00:00;1983-06-01 00:00;maj-83;8.1;Y
1983-06-01 00:00;1983-07-01 00:00;jun-83;12.7;Y
1983-07-01 00:00;1983-08-01 00:00;jul-83;16.2;Y
1983-08-01 00:00;1983-09-01 00:00;aug-83;13.2;Y
1983-09-01 00:00;1983-10-01 00:00;sep-83;9.2;Y
1983-10-01 00:00;1983-11-01 00:00;okt-83;3.0;Y
1983-11-01 00:00;1983-12-01 00:00;nov-83;-7.1;Y
1983-12-01 00:00;1984-01-01 00:00;dec-83;-9.7;Y
1984-01-01 00:00;1984-02-01 00:00;jan-84;-12.8;Y
1984-02-01 00:00;1984-03-01 00:00;feb-84;-5.1;Y
1984-03-01 00:00;1984-04-01 00:00;mar-84;-8.3;Y
1984-04-01 00:00;1984-05-01 00:00;apr-84;1.6;Y
1984-05-01 00:00;1984-06-01 00:00;maj-84;10.0;Y
1984-06-01 00:00;1984-07-01 00:00;jun-84;13.7;Y
1984-07-01 00:00;1984-08-01 00:00;jul-84;14.8;Y
1984-08-01 00:00;1984-09-01 00:00;aug-84;13.4;Y
1984-09-01 00:00;1984-10-01 00:00;sep-84;7.3;Y
1984-10-01 00:00;1984-11-01 00:00;okt-84;3.1;Y
1984-11-01 00:00;1984-12-01 00:00;nov-84;-4.2;Y
1984-12-01 00:00;1985-01-01 00:00;dec-84;-4.4;Y
1985-01-01 00:00;1985-02-01 00:00;jan-85;-18.2;Y
1985-02-01 00:00;1985-03-01 00:00;feb-85;-21.4;Y
1985-03-01 00:00;1985-04-01 00:00;mar-85;-6.3;Y
1985-04-01 00:00;1985-05-01 00:00;apr-85;-1.5;Y
1985-05-01 00:00;1985-06-01 00:00;maj-85;5.1;Y
1985-06-01 00:00;1985-07-01 00:00;jun-85;12.8;Y
1985-07-01 00:00;1985-08-01 00:00;jul-85;15.6;Y
1985-08-01 00:00;1985-09-01 00:00;aug-85;14.1;Y
1985-09-01 00:00;1985-10-01 00:00;sep-85;8.7;Y
1985-10-01 00:00;1985-11-01 00:00;okt-85;4.4;Y
1985-11-01 00:00;1985-12-01 00:00;nov-85;-5.1;Y
1985-12-01 00:00;1986-01-01 00:00;dec-85;-15.8;Y
1986-01-01 00:00;1986-02-01 00:00;jan-86;-15.3;Y
1986-02-01 00:00;1986-03-01 00:00;feb-86;-11.7;Y
1986-03-01 00:00;1986-04-01 00:00;mar-86;-2.0;Y
1986-04-01 00:00;1986-05-01 00:00;apr-86;-0.6;Y
1986-05-01 00:00;1986-06-01 00:00;maj-86;6.1;Y
1986-06-01 00:00;1986-07-01 00:00;jun-86;15.6;Y
1986-07-01 00:00;1986-08-01 00:00;jul-86;15.4;Y
1986-08-01 00:00;1986-09-01 00:00;aug-86;11.1;Y
1986-09-01 00:00;1986-10-01 00:00;sep-86;6.0;Y
1986-10-01 00:00;1986-11-01 00:00;okt-86;4.6;Y
1986-11-01 00:00;1986-12-01 00:00;nov-86;-0.1;Y
1986-12-01 00:00;1987-01-01 00:00;dec-86;-12.5;Y
1987-01-01 00:00;1987-02-01 00:00;jan-87;-18.5;Y
1987-02-01 00:00;1987-03-01 00:00;feb-87;-12.1;Y
1987-03-01 00:00;1987-04-01 00:00;mar-87;-9.1;Y
1987-04-01 00:00;1987-05-01 00:00;apr-87;0.1;Y
1987-05-01 00:00;1987-06-01 00:00;maj-87;5.9;Y
1987-06-01 00:00;1987-07-01 00:00;jun-87;11.5;Y
1987-07-01 00:00;1987-08-01 00:00;jul-87;14.5;Y
1987-08-01 00:00;1987-09-01 00:00;aug-87;11.5;Y
1987-09-01 00:00;1987-10-01 00:00;sep-87;7.6;Y
1987-10-01 00:00;1987-11-01 00:00;okt-87;6.6;Y
1987-11-01 00:00;1987-12-01 00:00;nov-87;-2.6;Y
1987-12-01 00:00;1988-01-01 00:00;dec-87;-9.8;Y
1988-01-01 00:00;1988-02-01 00:00;jan-88;-7.5;Y
1988-02-01 00:00;1988-03-01 00:00;feb-88;-10.0;Y
1988-03-01 00:00;1988-04-01 00:00;mar-88;-5.8;Y
1988-04-01 00:00;1988-05-01 00:00;apr-88;-0.5;Y
1988-05-01 00:00;1988-06-01 00:00;maj-88;7.1;Y
1988-06-01 00:00;1988-07-01 00:00;jun-88;14.4;Y
1988-07-01 00:00;1988-08-01 00:00;jul-88;18.2;Y
1988-08-01 00:00;1988-09-01 00:00;aug-88;13.4;Y
1988-09-01 00:00;1988-10-01 00:00;sep-88;9.7;Y
1988-10-01 00:00;1988-11-01 00:00;okt-88;2.1;Y
1988-11-01 00:00;1988-12-01 00:00;nov-88;-6.1;Y
1988-12-01 00:00;1989-01-01 00:00;dec-88;-9.5;Y
1989-01-01 00:00;1989-02-01 00:00;jan-89;-4.7;Y
1989-02-01 00:00;1989-03-01 00:00;feb-89;-4.8;Y
1989-03-01 00:00;1989-04-01 00:00;mar-89;-2.0;Y
1989-04-01 00:00;1989-05-01 00:00;apr-89;1.3;Y
1989-05-01 00:00;1989-06-01 00:00;maj-89;7.8;Y
1989-06-01 00:00;1989-07-01 00:00;jun-89;12.8;Y
1989-07-01 00:00;1989-08-01 00:00;jul-89;14.6;Y
1989-08-01 00:00;1989-09-01 00:00;aug-89;13.7;Y
1989-09-01 00:00;1989-10-01 00:00;sep-89;9.4;Y
1989-10-01 00:00;1989-11-01 00:00;okt-89;1.6;Y
1989-11-01 00:00;1989-12-01 00:00;nov-89;-1.3;Y
1989-12-01 00:00;1990-01-01 00:00;dec-89;-9.5;Y
1990-01-01 00:00;1990-02-01 00:00;jan-90;-11.3;Y
1990-02-01 00:00;1990-03-01 00:00;feb-90;-1.4;Y
1990-03-01 00:00;1990-04-01 00:00;mar-90;-2.7;Y
1990-04-01 00:00;1990-05-01 00:00;apr-90;1.4;Y
1990-05-01 00:00;1990-06-01 00:00;maj-90;8.0;Y
1990-06-01 00:00;1990-07-01 00:00;jun-90;12.8;Y
1990-07-01 00:00;1990-08-01 00:00;jul-90;14.8;Y
1990-08-01 00:00;1990-09-01 00:00;aug-90;14.2;Y
1990-09-01 00:00;1990-10-01 00:00;sep-90;7.9;Y
1990-10-01 00:00;1990-11-01 00:00;okt-90;4.3;Y
1990-11-01 00:00;1990-12-01 00:00;nov-90;-6.5;Y
1990-12-01 00:00;1991-01-01 00:00;dec-90;-3.7;Y
1991-01-01 00:00;1991-02-01 00:00;jan-91;-7.2;Y
1991-02-01 00:00;1991-03-01 00:00;feb-91;-14.3;Y
1991-03-01 00:00;1991-04-01 00:00;mar-91;-5.2;Y
1991-04-01 00:00;1991-05-01 00:00;apr-91;1.0;Y
1991-05-01 00:00;1991-06-01 00:00;maj-91;5.3;Y
1991-06-01 00:00;1991-07-01 00:00;jun-91;11.0;Y
1991-07-01 00:00;1991-08-01 00:00;jul-91;16.5;Y
1991-08-01 00:00;1991-09-01 00:00;aug-91;15.5;Y
1991-09-01 00:00;1991-10-01 00:00;sep-91;7.3;Y
1991-10-01 00:00;1991-11-01 00:00;okt-91;2.6;Y
1991-11-01 00:00;1991-12-01 00:00;nov-91;-1.4;Y
1991-12-01 00:00;1992-01-01 00:00;dec-91;-3.6;Y
1992-01-01 00:00;1992-02-01 00:00;jan-92;-5.1;Y
1992-02-01 00:00;1992-03-01 00:00;feb-92;-3.5;Y
1992-03-01 00:00;1992-04-01 00:00;mar-92;-0.9;Y
1992-04-01 00:00;1992-05-01 00:00;apr-92;-1.7;Y
1992-05-01 00:00;1992-06-01 00:00;maj-92;9.5;Y
1992-06-01 00:00;1992-07-01 00:00;jun-92;15.6;Y
1992-07-01 00:00;1992-08-01 00:00;jul-92;14.7;Y
1992-08-01 00:00;1992-09-01 00:00;aug-92;12.5;Y
1992-09-01 00:00;1992-10-01 00:00;sep-92;10.1;Y
1992-10-01 00:00;1992-11-01 00:00;okt-92;-3.5;Y
1992-11-01 00:00;1992-12-01 00:00;nov-92;-5.3;Y
1992-12-01 00:00;1993-01-01 00:00;dec-92;-2.5;Y
1993-01-01 00:00;1993-02-01 00:00;jan-93;-7.6;Y
1993-02-01 00:00;1993-03-01 00:00;feb-93;-4.7;Y
1993-03-01 00:00;1993-04-01 00:00;mar-93;-2.8;Y
1993-04-01 00:00;1993-05-01 00:00;apr-93;-0.2;Y
1993-05-01 00:00;1993-06-01 00:00;maj-93;8.6;Y
1993-06-01 00:00;1993-07-01 00:00;jun-93;11.1;Y
1993-07-01 00:00;1993-08-01 00:00;jul-93;16.7;Y
1993-08-01 00:00;1993-09-01 00:00;aug-93;13.6;Y
1993-09-01 00:00;1993-10-01 00:00;sep-93;6.3;Y
1993-10-01 00:00;1993-11-01 00:00;okt-93;0.6;Y
1993-11-01 00:00;1993-12-01 00:00;nov-93;-3.0;Y
1993-12-01 00:00;1994-01-01 00:00;dec-93;-8.7;Y
1994-01-01 00:00;1994-02-01 00:00;jan-94;-13.2;Y
1994-02-01 00:00;1994-03-01 00:00;feb-94;-16.2;Y
1994-03-01 00:00;1994-04-01 00:00;mar-94;-6.7;Y
1994-04-01 00:00;1994-05-01 00:00;apr-94;2.2;Y
1994-05-01 00:00;1994-06-01 00:00;maj-94;6.0;Y
1994-06-01 00:00;1994-07-01 00:00;jun-94;12.8;Y
1994-07-01 00:00;1994-08-01 00:00;jul-94;17.5;Y
1994-08-01 00:00;1994-09-01 00:00;aug-94;15.3;Y
1994-09-01 00:00;1994-10-01 00:00;sep-94;8.6;Y
1994-10-01 00:00;1994-11-01 00:00;okt-94;2.5;Y
1994-11-01 00:00;1994-12-01 00:00;nov-94;-3.6;Y
1994-12-01 00:00;1995-01-01 00:00;dec-94;-2.2;Y
1995-01-01 00:00;1995-02-01 00:00;jan-95;-6.7;Y
1995-02-01 00:00;1995-03-01 00:00;feb-95;-5.4;Y
1995-03-01 00:00;1995-04-01 00:00;mar-95;-2.1;Y
1995-04-01 00:00;1995-05-01 00:00;apr-95;0.4;Y
1995-05-01 00:00;1995-06-01 00:00;maj-95;5.4;Y
1995-06-01 00:00;1995-07-01 00:00;jun-95;14.5;Y
1995-07-01 00:00;1995-08-01 00:00;jul-95;14.6;Y
1995-08-01 00:00;1995-09-01 00:00;aug-95;14.5;Y
1995-09-01 00:00;1995-10-01 00:00;sep-95;8.5;Y
1995-10-01 00:00;1995-11-01 00:00;okt-95;4.4;Y
1995-11-01 00:00;1995-12-01 00:00;nov-95;-5.9;Y
1995-12-01 00:00;1996-01-01 00:00;dec-95;-11.8;Y
1996-01-01 00:00;1996-02-01 00:00;jan-96;-6.5;Y
1996-02-01 00:00;1996-03-01 00:00;feb-96;-12.2;Y
1996-03-01 00:00;1996-04-01 00:00;mar-96;-5.5;Y
1996-04-01 00:00;1996-05-01 00:00;apr-96;0.3;Y
1996-05-01 00:00;1996-06-01 00:00;maj-96;5.1;Y
1996-06-01 00:00;1996-07-01 00:00;jun-96;11.8;Y
1996-07-01 00:00;1996-08-01 00:00;jul-96;14.6;Y
1996-08-01 00:00;1996-09-01 00:00;aug-96;16.3;Y
1996-09-01 00:00;1996-10-01 00:00;sep-96;8.4;Y
1996-10-01 00:00;1996-11-01 00:00;okt-96;4.8;Y
1996-11-01 00:00;1996-12-01 00:00;nov-96;-5.0;Y
1996-12-01 00:00;1997-01-01 00:00;dec-96;-9.0;Y
1997-01-01 00:00;1997-02-01 00:00;jan-97;-6.8;Y
1997-02-01 00:00;1997-03-01 00:00;feb-97;-7.4;Y
1997-03-01 00:00;1997-04-01 00:00;mar-97;-2.9;Y
1997-04-01 00:00;1997-05-01 00:00;apr-97;-1.3;Y
1997-05-01 00:00;1997-06-01 00:00;maj-97;5.2;Y
1997-06-01 00:00;1997-07-01 00:00;jun-97;13.8;Y
1997-07-01 00:00;1997-08-01 00:00;jul-97;18.1;Y
1997-08-01 00:00;1997-09-01 00:00;aug-97;15.6;Y
1997-09-01 00:00;1997-10-01 00:00;sep-97;9.8;Y
1997-10-01 00:00;1997-11-01 00:00;okt-97;1.4;Y
1997-11-01 00:00;1997-12-01 00:00;nov-97;-4.3;Y
1997-12-01 00:00;1998-01-01 00:00;dec-97;-7.3;Y
1998-01-01 00:00;1998-02-01 00:00;jan-98;-7.6;Y
1998-02-01 00:00;1998-03-01 00:00;feb-98;-10.9;Y
1998-03-01 00:00;1998-04-01 00:00;mar-98;-6.8;Y
1998-04-01 00:00;1998-05-01 00:00;apr-98;-1.8;Y
1998-05-01 00:00;1998-06-01 00:00;maj-98;6.3;Y
1998-06-01 00:00;1998-07-01 00:00;jun-98;11.9;Y
1998-07-01 00:00;1998-08-01 00:00;jul-98;16.0;Y
1998-08-01 00:00;1998-09-01 00:00;aug-98;12.8;Y
1998-09-01 00:00;1998-10-01 00:00;sep-98;9.0;Y
1998-10-01 00:00;1998-11-01 00:00;okt-98;3.3;Y
1998-11-01 00:00;1998-12-01 00:00;nov-98;-5.3;Y
1998-12-01 00:00;1999-01-01 00:00;dec-98;-7.2;Y
1999-01-01 00:00;1999-02-01 00:00;jan-99;-13.3;Y
1999-02-01 00:00;1999-03-01 00:00;feb-99;-10.4;Y
1999-03-01 00:00;1999-04-01 00:00;mar-99;-4.9;Y
1999-04-01 00:00;1999-05-01 00:00;apr-99;2.1;Y
1999-05-01 00:00;1999-06-01 00:00;maj-99;5.3;Y
1999-06-01 00:00;1999-07-01 00:00;jun-99;13.8;Y
1999-07-01 00:00;1999-08-01 00:00;jul-99;15.7;Y
1999-08-01 00:00;1999-09-01 00:00;aug-99;12.1;Y
1999-09-01 00:00;1999-10-01 00:00;sep-99;10.4;Y
1999-10-01 00:00;1999-11-01 00:00;okt-99;4.1;Y
1999-11-01 00:00;1999-12-01 00:00;nov-99;1.9;Y
1999-12-01 00:00;2000-01-01 00:00;dec-99;-10.2;Y
2000-01-01 00:00;2000-02-01 00:00;jan-00;-6.8;Y
2000-02-01 00:00;2000-03-01 00:00;feb-00;-7.0;Y
2000-03-01 00:00;2000-04-01 00:00;mar-00;-3.8;Y
2000-04-01 00:00;2000-05-01 00:00;apr-00;1.1;Y
2000-05-01 00:00;2000-06-01 00:00;maj-00;7.4;Y
2000-06-01 00:00;2000-07-01 00:00;jun-00;12.4;Y
2000-07-01 00:00;2000-08-01 00:00;jul-00;16.2;Y
2000-08-01 00:00;2000-09-01 00:00;aug-00;14.0;Y
2000-09-01 00:00;2000-10-01 00:00;sep-00;8.9;Y
2000-10-01 00:00;2000-11-01 00:00;okt-00;6.4;Y
2000-11-01 00:00;2000-12-01 00:00;nov-00;2.1;Y
2000-12-01 00:00;2001-01-01 00:00;dec-00;-5.6;Y
2001-01-01 00:00;2001-02-01 00:00;jan-01;-4.7;Y
2001-02-01 00:00;2001-03-01 00:00;feb-01;-12.5;Y
2001-03-01 00:00;2001-04-01 00:00;mar-01;-8.7;Y
2001-04-01 00:00;2001-05-01 00:00;apr-01;0.4;Y
2001-05-01 00:00;2001-06-01 00:00;maj-01;6.8;Y
2001-06-01 00:00;2001-07-01 00:00;jun-01;13.6;Y
2001-07-01 00:00;2001-08-01 00:00;jul-01;15.8;Y
2001-08-01 00:00;2001-09-01 00:00;aug-01;14.0;Y
2001-09-01 00:00;2001-10-01 00:00;sep-01;10.3;Y
2001-10-01 00:00;2001-11-01 00:00;okt-01;3.7;Y
2001-11-01 00:00;2001-12-01 00:00;nov-01;-3.1;Y
2001-12-01 00:00;2002-01-01 00:00;dec-01;-8.8;Y
2002-01-01 00:00;2002-02-01 00:00;jan-02;-9.2;Y
2002-02-01 00:00;2002-03-01 00:00;feb-02;-5.3;Y
2002-03-01 00:00;2002-04-01 00:00;mar-02;-4.7;Y
2002-04-01 00:00;2002-05-01 00:00;apr-02;2.5;Y
2002-05-01 00:00;2002-06-01 00:00;maj-02;8.8;Y
2002-06-01 00:00;2002-07-01 00:00;jun-02;15.6;Y
2002-07-01 00:00;2002-08-01 00:00;jul-02;17.3;Y
2002-08-01 00:00;2002-09-01 00:00;aug-02;17.3;Y
2002-09-01 00:00;2002-10-01 00:00;sep-02;8.6;Y
2002-10-01 00:00;2002-11-01 00:00;okt-02;-0.7;Y
2002-11-01 00:00;2002-12-01 00:00;nov-02;-7.4;Y
2002-12-01 00:00;2003-01-01 00:00;dec-02;-12.0;Y
2003-01-01 00:00;2003-02-01 00:00;jan-03;-14.4;Y
2003-02-01 00:00;2003-03-01 00:00;feb-03;-4.8;Y
2003-03-01 00:00;2003-04-01 00:00;mar-03;-0.5;Y
2003-04-01 00:00;2003-05-01 00:00;apr-03;0.6;Y
2003-05-01 00:00;2003-06-01 00:00;maj-03;7.3;Y
2003-06-01 00:00;2003-07-01 00:00;jun-03;13.1;Y
2003-07-01 00:00;2003-08-01 00:00;jul-03;19.2;Y
2003-08-01 00:00;2003-09-01 00:00;aug-03;14.7;Y
2003-09-01 00:00;2003-10-01 00:00;sep-03;9.3;Y
2003-10-01 00:00;2003-11-01 00:00;okt-03;2.1;Y
2003-11-01 00:00;2003-12-01 00:00;nov-03;-3.0;Y
2003-12-01 00:00;2004-01-01 00:00;dec-03;-6.7;Y
2004-01-01 00:00;2004-02-01 00:00;jan-04;-9.9;Y
2004-02-01 00:00;2004-03-01 00:00;feb-04;-9.2;Y
2004-03-01 00:00;2004-04-01 00:00;mar-04;-5.1;Y
2004-04-01 00:00;2004-05-01 00:00;apr-04;0.8;Y
2004-05-01 00:00;2004-06-01 00:00;maj-04;7.3;Y
2004-06-01 00:00;2004-07-01 00:00;jun-04;11.9;Y
2004-07-01 00:00;2004-08-01 00:00;jul-04;15.9;Y
2004-08-01 00:00;2004-09-01 00:00;aug-04;14.6;Y
2004-09-01 00:00;2004-10-01 00:00;sep-04;9.6;Y
2004-10-01 00:00;2004-11-01 00:00;okt-04;2.3;Y
2004-11-01 00:00;2004-12-01 00:00;nov-04;-4.9;Y
2004-12-01 00:00;2005-01-01 00:00;dec-04;-4.5;Y
2005-01-01 00:00;2005-02-01 00:00;jan-05;-4.6;Y
2005-02-01 00:00;2005-03-01 00:00;feb-05;-7.6;Y
2005-03-01 00:00;2005-04-01 00:00;mar-05;-6.8;Y
2005-04-01 00:00;2005-05-01 00:00;apr-05;1.7;Y
2005-05-01 00:00;2005-06-01 00:00;maj-05;5.7;Y
2005-06-01 00:00;2005-07-01 00:00;jun-05;13.2;Y
2005-07-01 00:00;2005-08-01 00:00;jul-05;17.7;Y
2005-08-01 00:00;2005-09-01 00:00;aug-05;15.1;Y
2005-09-01 00:00;2005-10-01 00:00;sep-05;9.6;Y
2005-10-01 00:00;2005-11-01 00:00;okt-05;4.8;Y
2005-11-01 00:00;2005-12-01 00:00;nov-05;0.4;Y
2005-12-01 00:00;2006-01-01 00:00;dec-05;-7.8;Y
2006-01-01 00:00;2006-02-01 00:00;jan-06;-5.9;Y
2006-02-01 00:00;2006-03-01 00:00;feb-06;-9.8;Y
2006-03-01 00:00;2006-04-01 00:00;mar-06;-9.1;Y
2006-04-01 00:00;2006-05-01 00:00;apr-06;0.8;Y
2006-05-01 00:00;2006-06-01 00:00;maj-06;7.9;Y
2006-06-01 00:00;2006-07-01 00:00;jun-06;13.1;Y
2006-07-01 00:00;2006-08-01 00:00;jul-06;16.2;Y
2006-08-01 00:00;2006-09-01 00:00;aug-06;17.6;Y
2006-09-01 00:00;2006-10-01 00:00;sep-06;10.9;Y
2006-10-01 00:00;2006-11-01 00:00;okt-06;1.4;Y
2006-11-01 00:00;2006-12-01 00:00;nov-06;-1.1;Y
2006-12-01 00:00;2007-01-01 00:00;dec-06;-1.4;Y
2007-01-01 00:00;2007-02-01 00:00;jan-07;-9.0;Y
2007-02-01 00:00;2007-03-01 00:00;feb-07;-13.4;Y
2007-03-01 00:00;2007-04-01 00:00;mar-07;-1.4;Y
2007-04-01 00:00;2007-05-01 00:00;apr-07;2.9;Y
2007-05-01 00:00;2007-06-01 00:00;maj-07;7.1;Y
2007-06-01 00:00;2007-07-01 00:00;jun-07;13.9;Y
2007-07-01 00:00;2007-08-01 00:00;jul-07;15.6;Y
2007-08-01 00:00;2007-09-01 00:00;aug-07;14.6;Y
2007-09-01 00:00;2007-10-01 00:00;sep-07;8.3;Y
2007-10-01 00:00;2007-11-01 00:00;okt-07;5.1;Y
2007-11-01 00:00;2007-12-01 00:00;nov-07;-3.3;Y
2007-12-01 00:00;2008-01-01 00:00;dec-07;-0.9;Y
2008-01-01 00:00;2008-02-01 00:00;jan-08;-4.3;Y
2008-02-01 00:00;2008-03-01 00:00;feb-08;-4.0;Y
2008-03-01 00:00;2008-04-01 00:00;mar-08;-5.3;Y
2008-04-01 00:00;2008-05-01 00:00;apr-08;0.5;Y
2008-05-01 00:00;2008-06-01 00:00;maj-08;7.1;Y
2008-06-01 00:00;2008-07-01 00:00;jun-08;12.4;Y
2008-07-01 00:00;2008-08-01 00:00;jul-08;15.7;Y
2008-08-01 00:00;2008-09-01 00:00;aug-08;12.6;Y
2008-09-01 00:00;2008-10-01 00:00;sep-08;8.4;Y
2008-10-01 00:00;2008-11-01 00:00;okt-08;3.6;Y
2008-11-01 00:00;2008-12-01 00:00;nov-08;-3.5;Y
2008-12-01 00:00;2009-01-01 00:00;dec-08;-3.8;Y
2009-01-01 00:00;2009-02-01 00:00;jan-09;-7.0;Y
2009-02-01 00:00;2009-03-01 00:00;feb-09;-12.4;Y
2009-03-01 00:00;2009-04-01 00:00;mar-09;-4.4;Y
2009-04-01 00:00;2009-05-01 00:00;apr-09;0.9;Y
2009-05-01 00:00;2009-06-01 00:00;maj-09;9.4;Y
2009-06-01 00:00;2009-07-01 00:00;jun-09;13.0;Y
2009-07-01 00:00;2009-08-01 00:00;jul-09;15.5;Y
2009-08-01 00:00;2009-09-01 00:00;aug-09;15.4;Y
2009-09-01 00:00;2009-10-01 00:00;sep-09;10.9;Y
2009-10-01 00:00;2009-11-01 00:00;okt-09;0.6;Y
2009-11-01 00:00;2009-12-01 00:00;nov-09;0.1;Y
2009-12-01 00:00;2010-01-01 00:00;dec-09;-8.4;Y
2010-01-01 00:00;2010-02-01 00:00;jan-10;-11.7;Y
2010-02-01 00:00;2010-03-01 00:00;feb-10;-15.8;Y
2010-03-01 00:00;2010-04-01 00:00;mar-10;-6.3;Y
2010-04-01 00:00;2010-05-01 00:00;apr-10;1.6;Y
2010-05-01 00:00;2010-06-01 00:00;maj-10;9.7;Y
2010-06-01 00:00;2010-07-01 00:00;jun-10;12.0;Y
2010-07-01 00:00;2010-08-01 00:00;jul-10;16.4;Y
2010-08-01 00:00;2010-09-01 00:00;aug-10;13.4;Y
2010-09-01 00:00;2010-10-01 00:00;sep-10;9.3;Y
2010-10-01 00:00;2010-11-01 00:00;okt-10;3.8;Y
2010-11-01 00:00;2010-12-01 00:00;nov-10;-8.3;Y
2010-12-01 00:00;2011-01-01 00:00;dec-10;-13.0;Y
2011-01-01 00:00;2011-02-01 00:00;jan-11;-10.5;Y
2011-02-01 00:00;2011-03-01 00:00;feb-11;-15.6;Y
2011-03-01 00:00;2011-04-01 00:00;mar-11;-3.7;Y
2011-04-01 00:00;2011-05-01 00:00;apr-11;3.8;Y
2011-05-01 00:00;2011-06-01 00:00;maj-11;7.1;Y
2011-06-01 00:00;2011-07-01 00:00;jun-11;15.1;Y
2011-07-01 00:00;2011-08-01 00:00;jul-11;17.8;Y
2011-08-01 00:00;2011-09-01 00:00;aug-11;14.6;Y
2011-09-01 00:00;2011-10-01 00:00;sep-11;10.9;Y
2011-10-01 00:00;2011-11-01 00:00;okt-11;5.1;Y
2011-11-01 00:00;2011-12-01 00:00;nov-11;2.1;Y
2011-12-01 00:00;2012-01-01 00:00;dec-11;-1.3;Y
2012-01-01 00:00;2012-02-01 00:00;jan-12;-7.7;Y
2012-02-01 00:00;2012-03-01 00:00;feb-12;-12.2;Y
2012-03-01 00:00;2012-04-01 00:00;mar-12;-0.7;Y
2012-04-01 00:00;2012-05-01 00:00;apr-12;0.1;Y
2012-05-01 00:00;2012-06-01 00:00;maj-12;6.9;Y
2012-06-01 00:00;2012-07-01 00:00;jun-12;11.6;Y
2012-07-01 00:00;2012-08-01 00:00;jul-12;15.3;Y
2012-08-01 00:00;2012-09-01 00:00;aug-12;14.1;Y
2012-09-01 00:00;2012-10-01 00:00;sep-12;8.8;Y
